id,beauty,darkCircle,stain,acne,health,yawHead,pitchHead,rollHead,bodyShake
2170,65.58,12.282222222222224,5.556,2.9175555555555555,24.073555555555558,88.49549999999999,43.5518,28.679799999999997,42.80343151919587
1754,49.91,3.558555555555555,81.19055555555558,4.753111111111112,5.886444444444445,33.9413,34.920700000000004,31.850500000000004,35.092526172056495
2217,77.53,2.8036,10.2643,2.5437000000000003,74.44539999999999,12.128200000000001,19.141799999999996,10.6376,90.77921306977244
1760,58.7,2.4673000000000003,6.902299999999999,2.6107,49.4072,19.2766,20.2795,16.0202,137.57909647975356
1798,75.19999999999999,3.9879000000000007,6.2981,5.617,50.64450000000001,14.417099999999998,13.9232,8.118100000000002,54.89301877246879
1412,59.37,2.3585000000000003,14.670300000000001,7.627000000000001,11.4215,5.728399999999999,13.0501,5.8198,17.46251566250235
1446,59.245000000000005,11.51,6.304,2.317,6.505,4.762700000000001,11.711500000000001,2.896999999999963,0.0
1458,63.435,7.964999999999999,22.4944,6.803100000000001,2.2539999999999996,15.708200000000001,11.6363,16.2885,112.72475405674633
1470,60.82,2.0215,45.7394,1.1091000000000002,10.940500000000002,21.720899999999997,7.902300000000002,6.3316,67.06346196300993
1520,50.614999999999995,7.3518,26.785000000000004,6.1542,2.8121,15.8858,14.191400000000003,9.753200000000001,178.49465287655062
1521,47.455,3.2055,15.5435,2.2753000000000005,15.708999999999998,22.6948,14.405999999999999,5.8035,0.0
1555,70.455,3.4971000000000005,0.8709999999999999,0.23899999999999996,83.30330000000001,12.5639,25.408399999999997,6.851500000000001,20.83425098340034
1558,63.45,1.5014,35.23410000000001,4.3131,3.0345000000000004,21.1443,15.3736,16.407400000000003,50.375620116835755
2244,70.47,19.011200000000002,3.7552999999999996,1.8979,18.637500000000003,50.8985,25.715500000000002,32.383900000000004,0.0
4088,57.485,4.935600000000001,19.7074,1.2585000000000002,14.733600000000001,25.233,34.1535,18.7335,54.398484525444054
4388,55.81,1.1376000000000002,20.4099,2.0427,9.7161,20.622,19.8262,20.302799999999998,28.23724594336843
5972,63.120000000000005,3.8482000000000007,5.357,2.8205999999999998,34.0582,31.558600000000006,17.311799999999998,11.372700000000002,35.09696133268537
6086,62.665,3.7255000000000003,7.3206999999999995,4.6153,66.3611,11.138399999999999,24.978599999999997,11.1689,60.64957468864619
